draw_id,placebo_tau
1,0.009930083977819044
2,0.026178259302405894
3,-0.009148497254257433
4,0.03564119944980029
5,-0.016092075710356795
6,0.023610218193498223
7,0.006742629545212961
8,-0.012226399091955118
9,-0.014951792505671517
10,0.03435316566814556
11,0.009338060719709676
12,0.044124157229039215
13,-0.004200733555657655
14,0.06789985552209757
15,-0.015264516837223688
16,0.07634052822408631
17,-0.018598577925110164
18,0.008419289495517785
19,0.06531005521154157
20,-0.018778058229024563
21,-0.017268653580691806
22,0.003372850202495673
23,-0.014743415963559891
24,-0.01125398357714288
25,0.01095144759721372
26,0.0067337216959231835
27,0.020321366671242652
28,0.03047831884053945
29,0.005003935974905364
30,-0.014011439907410625
31,0.011961029958720145
32,0.003234140722127195
33,-0.015018161745988783
34,0.039220613103546194
35,0.024128117942232213
36,0.0548717360012413
37,-0.013515994054351553
38,-0.04588686814516508
39,-0.006171204405237394
40,-0.011714810584953389
41,0.010517438185116967
42,-0.0005432172043989391
43,0.005961967196875497
44,0.0013605493834501683
45,-0.030216192057537887
46,0.04696948156549995
47,-0.009443393555036747
48,-0.013570195270404423
49,0.020708896500705978
50,-0.024772962542485337
51,0.04752160872392548
52,0.019420485326837846
53,-0.012462208030689927
54,-0.02130395430769879
55,-0.029039877398376567
56,-0.019369939488882788
57,0.04445298543438899
58,0.006463314801550379
59,0.023191078061342525
60,0.00945769855506801
61,-0.030184718221079116
62,-0.009037451301943477
63,-0.022630531807079954
64,-0.034552176335033775
65,0.010620090149095068
66,0.025871477945117335
67,0.006530623735426802
68,0.00875973748577084
69,0.03064719531354352
70,-0.007378588573844363
71,-0.023486774668414305
72,0.0016025888179222198
73,-0.025956767951893788
74,-0.03931785319522629
75,0.015951481568267933
76,-0.03669318345721023
77,0.004579954543372747
78,0.022975599142503515
79,-0.020755813826921817
80,0.056821219541647934
81,0.07188668439964435
82,-0.03194035624538358
83,0.0018572587869220385
84,-0.024930337841519573
85,0.03856256408716745
86,0.0019197883446316721
87,-0.05135524500636505
88,-0.03274755853924381
89,0.02142834103913057
90,0.0021627531873311704
91,-0.061529602383058615
92,0.0058297878883281275
93,-0.006224001035296154
94,0.02609739912522962
95,0.0198153584231654
96,0.013057722624881044
97,-0.009986767527201816
98,-0.008259500918895457
99,-0.03526807882221916
100,-0.007494912118250347
101,-0.013841059807868716
102,0.005514598768630202
103,-0.0011789794622212458
104,-0.018681814540790303
105,0.013612242839048742
106,0.0243564358255088
107,-0.017577921012412685
108,-0.01955156987978809
109,0.0146650571456907
110,-0.02691087918489348
111,-0.016079737839966392
112,-0.03184413441326982
113,0.01541251544249067
114,-0.043071896386497985
115,-0.023883280802631832
116,-0.0050114852584601036
117,0.000329886477979947
118,-0.00033275369306873075
119,-0.016487497444452142
120,0.012591008888450963
121,-0.03233070120861026
122,0.03568080879127497
123,-0.02942285359994947
124,-0.010197787285151326
125,-0.013038464805572606
126,0.03356315320071656
127,0.030829455000641656
128,0.01790446158801121
129,0.01870008316820094
130,0.01685007255716617
131,-0.044585788807035655
132,-0.007766885340662557
133,-0.023017327210867085
134,-0.012236273539390895
135,0.02097888428973154
136,0.015023164461554684
137,0.02425873822020362
138,-0.03727213267926968
139,0.011362351331717785
140,0.030737273784299243
141,-0.010449026654895152
142,0.04661525249253405
143,-0.010037726344297414
144,0.03439277921194347
145,0.03513658861549268
146,0.004500515507956611
147,-0.005515025128840443
148,-0.019573555381548653
149,-0.02977392997088768
150,-0.001036245377289891
151,0.031168884094466373
152,-0.004822144658392278
153,0.03756675988526806
154,0.001704128893486593
155,-0.020585719515065826
156,0.019693755658450798
157,0.03298485822910484
158,-0.0393847941281117
159,-0.016842941495407677
160,-0.003225640360462118
161,-0.017038905939333885
162,0.054887407754401166
163,0.04271598949973397
164,-0.026816783366792128
165,0.012072912392028384
166,0.007873584194226567
167,-0.030143396445920026
168,0.012670599165602122
169,-0.026325268400682268
170,-0.027747703349557607
171,0.01352663873357185
172,0.029623887267115734
173,0.007837633659471637
174,0.0031377813689924803
175,-0.04600890231707372
176,-0.008443930180671706
177,-0.01079388196878702
178,-0.03831343990518252
179,0.020400561811194987
180,0.01572211684069217
181,-0.022118926580876313
182,-0.016762956797465464
183,0.004315659291342737
184,0.00932598302390485
185,-0.007918674837600215
186,-0.009359176147761071
187,0.022502891081408176
188,0.004063622030194919
189,0.005931266630712796
190,0.045832796978674255
191,0.012277137292917639
192,-0.003225616743646883
193,-8.819299094613847e-07
194,-0.014463960353381267
195,0.0045235647501789536
196,-0.023567130659726248
197,-0.05558477574915863
198,-0.004527488039291516
199,-0.023006717355770007
200,-0.013581016234207608
201,-0.02433140530115361
202,-0.017826767822745886
203,-0.019991196294371225
204,0.01637399062654223
205,-0.01643062724376028
206,-0.0023478675449502646
207,0.005542288996494801
208,-0.003231793130360967
209,-0.0030370157445384176
210,0.0023427928417052105
211,-0.019488231404661126
212,-0.01125411446470448
213,0.0166592627695266
214,-0.0007870511078285972
215,-0.03795234288295138
216,0.048325684797674295
217,0.023962835534814965
218,-0.007507885168672212
219,-0.025649395131561496
220,-0.0257295242357768
221,-0.004517319225537299
222,-0.04190486914901936
223,0.048137677574577
224,-0.0032850085299202768
225,0.0015560583711270795
226,0.032517449522939654
227,0.0024243389007935637
228,0.04549898254315217
229,0.013732903366331577
230,-0.03586379950828943
231,-0.016670442033031908
232,0.017630972891126515
233,0.018973655398130715
234,-0.005168343601237956
235,-0.011889163785374822
236,0.006148110638634171
237,0.06934087137526587
238,-0.0050318967659448675
239,0.007333929760572046
240,-0.015272921584096117
241,-0.012777186466079947
242,-0.00541778405123048
243,0.04563276641631993
244,-0.04129094647230511
245,0.05529100910933006
246,-0.03139110068060347
247,0.007090283627799886
248,-0.036541639432136376
249,0.015546130359996373
250,0.009095184869349827
251,0.02198661086157765
252,-0.021420674944069795
253,-0.01039164226246659
254,-0.012488090832487928
255,0.032605203287825964
256,0.026324274622479597
257,0.06732671750701218
258,-0.021597531123451648
259,0.012093773296810552
260,-0.0185792819475876
261,0.021598687910099758
262,-0.008996376174553594
263,-0.0012190024319610176
264,-0.009744317126402894
265,0.005257755856185729
266,-0.0009517697243643314
267,0.022719601858407306
268,0.026553598982509873
269,-0.01218245289984985
270,0.011869194946775062
271,-0.017236299963539717
272,0.03348031395555329
273,-0.006228715328920113
274,0.06393662415180396
275,-0.00945391379551608
276,0.01251157232873788
277,0.01841045877284766
278,0.006131676450260026
279,-0.01210726893057765
280,-0.012194625761579352
281,-0.0055367925673521865
282,-0.01631232787555295
283,0.0020706217424443004
284,0.008054453594592953
285,0.051483946632397956
286,-0.01742034503210243
287,0.013435018056439263
288,-0.030917984734852768
289,0.013881113670810151
290,-0.03319000946381828
291,-0.011736078424776145
292,-0.0451158433556334
293,0.03431398592203129
294,0.0026075852608254914
295,-0.01572318056596071
296,0.016395543988002376
297,0.01573853458816471
298,-0.010024860096389119
299,0.007901081492857736
300,0.018912752636824903
301,0.013597859044850249
302,0.008911731997620615
303,-0.019628925576251302
304,-0.005742398267194849
305,0.012958545117065113
306,-0.015269298070843144
307,-0.00782132391081847
308,0.01036408422518458
309,-0.0037819212807817817
310,0.039527226750624526
311,-0.0004196217220949882
312,-0.021116338110792884
313,0.020603312000994217
314,-0.006116521238331053
315,-0.012901490512350455
316,-0.033953361416246636
317,-0.016881916036821674
318,-0.0007540105764528154
319,-0.009079917750745035
320,0.028169422803715503
321,0.014708224187312907
322,-0.002359212731357767
323,-0.025986366824151827
324,0.0071429400457885825
325,0.003997159895755653
326,0.011590928973853323
327,-0.010777602597178347
328,-0.037710029685593435
329,0.01075711270713892
330,0.007626148402395944
