draw_id,placebo_tau
1,-0.010131390579969032
2,0.01363917679419932
3,-0.018461466318251754
4,-0.01614745482039323
5,-0.005111005101200512
6,0.000185869505827033
7,-0.012134602182333998
8,0.010611443518049896
9,-0.020941665314887187
10,0.028044797947330544
11,0.01683308889529355
12,-0.001970149760651972
13,0.00186644501746433
14,0.010251612694184481
15,-0.016342012231459545
16,0.027097722124289656
17,0.03377657108741712
18,0.006601209515739599
19,0.0030052264857300262
20,-0.02502542225597514
21,-0.011262756035372403
22,0.00396017895095609
23,0.01660175733509633
24,-0.020001043673549324
25,-0.017473788123802327
26,0.007003905648918363
27,0.0029302325623771813
28,-0.003975425815499549
29,0.01339972586056642
30,-0.0028970320117228847
31,-0.019077690107065833
32,0.007705400517204273
33,-0.0028583598539065015
34,0.0015135165400593288
35,0.0026293235825162187
36,0.008433490956315955
37,-0.009478660058818944
38,0.007150613989373342
39,0.014042502073846105
40,0.011115221387686497
41,-0.002424196756625637
42,0.010679966004846747
43,-0.0014876557913889089
44,-0.011956396421543747
45,-0.01575162476707802
46,0.006995615908257296
47,-0.007534977852372782
48,-0.008544284800326665
49,-0.012488532458120899
50,0.03888699581225484
51,0.005133018981663454
52,-0.012556509568187782
53,-0.0018981915446984882
54,0.009913544139038428
55,-0.004605426147213532
56,-0.016360317834308986
57,0.0006430796035033302
58,-0.010795637098352373
59,0.04046752500556636
60,0.005075813659761136
61,0.004603316079148309
62,-0.02757273338480599
63,0.0169471657854767
64,-0.010504212797580497
65,0.002288991776903431
66,0.0030362966400897876
67,-0.002442303000972373
68,-0.0036568040642486963
69,-0.012046937634222982
70,0.007305388528271009
71,0.01095224919419412
72,-0.007226285300277846
73,0.0035005780411209338
74,-0.007904838293360607
75,0.004988696578056078
76,0.009611336589219758
77,0.006930838328253551
78,0.01490220813673388
79,-0.0028177988309905
80,0.018465757083930244
81,-0.0005641285783500264
82,-0.015190702040473143
83,-0.002444260767442627
84,-0.004719272883378605
85,0.0004140788343203372
86,0.002226609329123897
87,0.004348432251719163
88,0.010116097290556864
89,-0.013736103778906491
90,0.009283873943791474
91,0.0030824883114641067
92,-0.004506583690400568
93,-0.0009591893540853904
94,-0.005909780518710658
95,-8.748840514356034e-05
96,-0.025906104005872236
97,0.002945651012556949
98,-0.022477941763387112
99,0.031309582534195024
